Time,Attribute,State,Phase
7299.749999998312,,, START
126406.25,cool,1,ON_TCATA
607887.3349999994,,, S_STOPPED
630298.9200000011,,, START
1229967.2500000014,,, S_STOPPED
,cool,,DOM_SENSE
