Time,Attribute,State,Phase
2029985,,, START
2052022,cool,1,ON_TCATA
2126111,tingling,1,ON_TCATA
2142696,tingling,0,ON_TCATA
2154152,tingling,1,ON_TCATA
2330755,warm,1,ON_TCATA
2680012,,, S_STOPPED
2681051,,, START
2840681,tingling,0,OFF_TCATA
2932111,cool,0,OFF_TCATA
3008934,warm,0,OFF_TCATA
3369467,,, S_STOPPED
,warm,,DOM_SENSE
