Time,Attribute,State,Phase
4745677,,, START
5297182,tingling,1,ON_TCATA
5349185,,, S_STOPPED
5380886,,, START
5558638,tingling,0,OFF_TCATA
5983667,,, S_STOPPED
,,,DOM_SENSE
