Time,Attribute,State,Phase
3432053,,, START
3594548,warm,1,ON_TCATA
4033735,,, S_STOPPED
4060877,,, START
4527403,warm,0,OFF_TCATA
4662529,,, S_STOPPED
,warm,,DOM_SENSE
