Time,Attribute,State,Phase
2366779,,, START
2559684,warm,1,ON_TCATA
2968854,,, S_STOPPED
2989723,,, START
3007994,itching,1,OFF_TCATA
3132914,warm,0,OFF_TCATA
3595285,,, S_STOPPED
,warm,,DOM_SENSE
