Time,Attribute,State,Phase
105698,,, START
708686,,, S_STOPPED
733115,,, START
745803,itching,1,OFF_TCATA
1337970,itching,0,OFF_TCATA
1340007,,, S_STOPPED
,,,DOM_SENSE
