Time,Attribute,State,Phase
150642,,, START
353720,warm,1,ON_TCATA
383823,stinging,1,ON_TCATA
500368,burning,1,ON_TCATA
669343,stinging,0,ON_TCATA
754523,,, S_STOPPED
799609,,, START
855071,tingling,1,OFF_TCATA
994800,tingling,0,OFF_TCATA
1199567,burning,0,OFF_TCATA
1403175,,, S_STOPPED
,burning,,DOM_SENSE
