Time,Attribute,State,Phase
900535,,, START
1197094,tingling,1,ON_TCATA
1306062,burning,1,ON_TCATA
1502600,,, S_STOPPED
1523886,,, START
1853687,burning,0,OFF_TCATA
2127580,,, S_STOPPED
,,,DOM_SENSE
