Time,Attribute,State,Phase
111741,,, START
398704,cool,1,ON_TCATA
713461,,, S_STOPPED
733497,,, START
741504,cool,0,OFF_TCATA
1338082,,, S_STOPPED
,,,DOM_SENSE
