Time,Attribute,State,Phase
551059,,, START
682255,cool,1,ON_TCATA
1152534,,, S_STOPPED
1194499,,, START
1202558,cool,0,OFF_TCATA
1797129,,, S_STOPPED
,cool,,DOM_SENSE
