Time,Attribute,State,Phase
703049,,, START
1022866,itching,1,ON_TCATA
1151745,warm,1,ON_TCATA
1307989,,, S_STOPPED
1345399,,, START
1353483,itching,0,OFF_TCATA
1678403,warm,0,OFF_TCATA
1949352,,, S_STOPPED
,warm,,DOM_SENSE
